content_id	group	copy_source_type	copy_source_url	copy_status	media_evidence	cd_photo_status	notes
dead-flag-blues-traumatique-cd	CDs	bandcamp	https://deadflagblues.bandcamp.com/album/traumatique	rewritten	[{"filename":"dead-flag-blues-traumatique-cd-front.jpg","source_url":"https://deadflagblues.bandcamp.com/album/traumatique","rights_status":"user-blanket-authorization:2026-09-06"},{"filename":"dead-flag-blues-traumatique-cd-back.jpg","source_url":"https://deadflagblues.bandcamp.com/album/traumatique","rights_status":"user-blanket-authorization:2026-09-06"},{"filename":"dead-flag-blues-traumatique-cd-open.jpg","source_url":"https://deadflagblues.bandcamp.com/album/traumatique","rights_status":"user-blanket-authorization:2026-09-06"}]	verified	Artist Dead Flag Blues, title Traumatique, CD format, digipak edition, and photographed packaging match the official Bandcamp product listing. Professional revision 2026-09-07: Primary retouch blocked: 1200x893 raw; GPT marble plate/source composite rejected for seams and an earlier disc-edge clipping error. Existing primary unchanged. Back/open galleries restored to natural raw dimensions with no enlargement. Source baseline 0e0b665d; ImageMagick sRGB quality 88 export, metadata stripped, no added sharpening. See photo-qa.md for visual outcomes and display-resolution limits.
deus-x-machina-time-expires-cd	CDs	official_site	https://www.thelabtshirtathens.com/product/deus-ex-machina-time-expires-cd-2/	rewritten	[{"filename":"deus-x-machina-time-expires-cd.jpg","source_url":"https://www.thelabtshirtathens.com/product/deus-ex-machina-time-expires-cd-2/","rights_status":"cc-by-nd-4.0"}]	unresolved	Official label store confirms the artist, title, and CD format but supplies flat cover art only. No exact official Instagram or Dunk Records catalog result was found. A user-supplied verified photo of the stocked jewel-case CD is required.
dirty-ol-dogs-dirty-ol-dogs-cd	CDs	bandcamp	https://dirtyoldogs.bandcamp.com/album/dirty-ol-dogs	rewritten	[{"filename":"dirty-ol-dogs-dirty-ol-dogs-cd.jpg","source_url":"https://dirtyoldogs.bandcamp.com/album/dirty-ol-dogs","rights_status":"cc-by-nd-4.0"}]	unresolved	Official Bandcamp supports the eight-track 2019 copy but is digital-only; its additional image is a band photo. No exact official Instagram or Dunk Records catalog result was found. A user-supplied verified photo is required.
frakhtal-plima-cd	CDs	bandcamp	https://frakhtal.bandcamp.com/album/plima	rewritten	[{"filename":"frakhtal-plima-cd-front.webp","source_url":"https://www.instagram.com/frakhtal.music/p/CeWiA03qk4O/","rights_status":"user-blanket-authorization:2026-09-06"}]	verified	Official Frakhtal Instagram photo shows the artist name and Plima title on the CD format. The standard edition has matching digipak packaging; no alternate variant is shown. Professional revision 2026-09-07: Primary restored from 1440x1440 raw; original hand and outdoor setting retained, no generated detail or extra sharpening. Source baseline 0e0b665d; ImageMagick sRGB quality 88 export, metadata stripped, no added sharpening. See photo-qa.md for visual outcomes and display-resolution limits.
from-another-mother-atatoa-cd	CDs	bandcamp	https://kapitaenplatte.bandcamp.com/album/from-another-mother-atatoa	rewritten	[{"filename":"from-another-mother-atatoa-cd.jpg","source_url":"https://kapitaenplatte.bandcamp.com/album/from-another-mother-atatoa","rights_status":"cc-by-nd-4.0"}]	unresolved	Official label Bandcamp and shop list the nine-track CD digi-sleeve edition but supply artwork only. The official album-release Instagram post is a band photo, and Dunk Records has no exact catalog result. A user-supplied verified photo is required.
full-moon-bonzai-reshaping-the-symbols-cd	CDs	bandcamp	https://fullmoonbongzai.bandcamp.com/album/reshaping-the-symbols	rewritten	[{"filename":"full-moon-bonzai-reshaping-the-symbols-cd-open.jpg","source_url":"https://fullmoonbongzai.bandcamp.com/album/reshaping-the-symbols","rights_status":"user-blanket-authorization:2026-09-06"}]	verified	Artist Fullmoon Bongzai, title Reshaping The Symbols, CD format, gatefold digipak edition, and photographed packaging match the official Bandcamp product listing. Professional revision 2026-09-07: Visual acceptance blocked: official 1200x900 photo has white bars and cuts off packaging at the bottom. Five official product images inspected; alternatives were artwork/scans, not a complete physical edition. Existing asset unchanged; request an uncropped original. Source baseline 0e0b665d; ImageMagick sRGB quality 88 export, metadata stripped, no added sharpening. See photo-qa.md for visual outcomes and display-resolution limits.
granna-s-house-kuro-cd	CDs	bandcamp	https://grannyshouse.bandcamp.com/album/kuro	rewritten	[{"filename":"granna-s-house-kuro-cd.jpg","source_url":"https://grannyshouse.bandcamp.com/album/kuro","rights_status":"cc-by-nd-4.0"}]	unresolved	Official Bandcamp lists the eleven-track CD, but its package image is a composited render. The complete official Instagram feed contains no physical Kuro CD photo, and Dunk Records has no exact catalog result. A user-supplied verified photo is required.
hedvika-the-evidence-of-absence-cd	CDs	bandcamp	https://hedvikamusic.bandcamp.com/album/the-evidence-of-absence	rewritten	[{"filename":"hedvika-the-evidence-of-absence-cd.jpg","source_url":"https://hedvikamusic.bandcamp.com/album/the-evidence-of-absence","rights_status":"cc-by-nd-4.0"}]	unresolved	Official Bandcamp supports the seven-track 2013 copy but is digital-only; its additional image is a band photo. No exact official Instagram or Dunk Records catalog result was found. A user-supplied verified photo is required.
hey-stealthy-hey-stealthy-cd	CDs	bandcamp	https://haystealthy.bandcamp.com/album/hay-stealthy	rewritten	[{"filename":"hey-stealthy-hey-stealthy-cd.jpg","source_url":"https://haystealthy.bandcamp.com/album/hay-stealthy","rights_status":"cc-by-nd-4.0"}]	unresolved	Official Bandcamp supports the six-track self-released debut but is digital-only; its additional image is the artist logo. No exact official Instagram or Dunk Records catalog result was found. A user-supplied verified photo is required.
krav-boca-sanatorium-cd	CDs	bandcamp	https://kravboca.bandcamp.com/album/sanatorium-r-dition	rewritten	[{"filename":"krav-boca-sanatorium-cd.jpg","source_url":"https://kravboca.bandcamp.com/album/sanatorium-r-dition","rights_status":"cc-by-nd-4.0"}]	unresolved	Official Bandcamp supports the ten-track 2016 reissue but is digital-only. The official store and 98-post Instagram scan contain no matching Sanatorium CD photo, and Dunk Records has no exact catalog result. A user-supplied verified photo is required.
millions-of-dead-tourists-ygiis-cd	CDs	bandcamp	https://millionsofdeadtourists.bandcamp.com/album/healthy	rewritten	[{"filename":"millions-of-dead-tourists-ygiis-cd-front.jpg","source_url":"https://millionsofdeadtourists.bandcamp.com/album/healthy","rights_status":"user-blanket-authorization:2026-09-06"},{"filename":"millions-of-dead-tourists-ygiis-cd-open.jpg","source_url":"https://millionsofdeadtourists.bandcamp.com/album/healthy","rights_status":"user-blanket-authorization:2026-09-06"}]	verified	Artist Millions of Dead Tourists, title Υγιείς (Healthy), CD format, six-panel digisleeve edition, and photographed packaging match the official Bandcamp product listing. Professional revision 2026-09-07: Primary: source-derived 560x560 front-only crop from 1200x840 raw, exported 1440 square. Gallery: natural raw dimensions, intentionally source-cropped close-up. Native product detail is limited; no invented lettering. Source baseline 0e0b665d; ImageMagick sRGB quality 88 export, metadata stripped, no added sharpening. See photo-qa.md for visual outcomes and display-resolution limits.
mpugio-dirty-johnny-blues-ntertia-cd	CDs	youtube	https://www.youtube.com/playlist?list=PLXOTjoZDrmkT4UnYcyfU-e_UaNLviE9a5	rewritten	[{"filename":"mpugio-dirty-johnny-blues-ntertia-cd.jpg","source_url":"https://www.youtube.com/playlist?list=PLXOTjoZDrmkT4UnYcyfU-e_UaNLviE9a5","rights_status":"cc-by-nd-4.0"}]	unresolved	Official artist playlist confirms the artist, title, and named tracks but supplies no product photo. No exact official Instagram or Dunk Records catalog result was found. A user-supplied verified photo of the stocked jewel-case CD is required.
nausea-bomb-slap-punkabilly-cd	CDs	bandcamp	https://nauseabomb.bandcamp.com/	rewritten	[{"filename":"nausea-bomb-slap-punkabilly-cd-front-mockup.jpg","source_url":"https://nauseabomb.bandcamp.com/","rights_status":"cc-by-nd-4.0"}]	unresolved	Official Bandcamp supports the artist and genre copy, but the inventory title and mockup do not match the official self-titled CD listing. The official site's 73-photo gallery contains live images only, Instagram has no exact result, and Dunk Records has no exact catalog result. A matching user-supplied photo is required.
noise-raid-cosmic-radiation-cd	CDs	bandcamp	https://noiseraid.bandcamp.com/album/cosmic-radiation	rewritten	[{"filename":"noise-raid-cosmic-radiation-cd-front.jpg","source_url":"https://noiseraid.bandcamp.com/album/cosmic-radiation","rights_status":"user-blanket-authorization:2026-09-06"}]	verified	Artist Noise Raid, title Cosmic Radiation, CD format, jewel-case edition, and photographed packaging match the official Bandcamp product listing. Professional revision 2026-09-07: Primary: 900x900 crop from 1200x900 raw, exported 1440 square. Complete case/disc retained on original fabric; margins remain tight. No generated background or sharpening. Source baseline 0e0b665d; ImageMagick sRGB quality 88 export, metadata stripped, no added sharpening. See photo-qa.md for visual outcomes and display-resolution limits.
nyos-navigation-cd	CDs	bandcamp	https://nyos.bandcamp.com/album/navigation	rewritten	[{"filename":"nyos-navigation-cd.jpg","source_url":"https://nyos.bandcamp.com/album/navigation","rights_status":"cc-by-nd-4.0"}]	unresolved	Official artist and label Bandcamp pages support the copy, but only the vinyl edition is pictured. No exact official Instagram or Dunk Records catalog result was found; Facebook was skipped per operator direction. A user-supplied verified CD photo is required.
okwaho-okwaho-cd	CDs	bandcamp	https://okwaho.bandcamp.com/album/okwaho	rewritten	[{"filename":"okwaho-okwaho-cd-front.jpg","source_url":"https://okwaho.bandcamp.com/album/okwaho","rights_status":"user-blanket-authorization:2026-09-06"}]	verified	Artist Okwaho, title Okwaho, CD format, limited handmade sandpaper-cover edition, and photographed packaging match the official Bandcamp product listing. Professional revision 2026-09-07: Primary: 1132x1132 crop from 1132x1200 raw, exported 1440 square. Entire edition set retained. Original warm wood/paper colors preserved rather than assuming a neutral paper reference. Source baseline 0e0b665d; ImageMagick sRGB quality 88 export, metadata stripped, no added sharpening. See photo-qa.md for visual outcomes and display-resolution limits.
one-leg-mary-i-a-seawolf-a-madman-cd	CDs	bandcamp	https://onelegmary.bandcamp.com/album/i-a-seawolf-a-madman	rewritten	[{"filename":"one-leg-mary-i-a-seawolf-a-madman-cd-front.jpg","source_url":"https://onelegmary.bandcamp.com/album/i-a-seawolf-a-madman","rights_status":"user-blanket-authorization:2026-09-06"},{"filename":"one-leg-mary-i-a-seawolf-a-madman-cd-open.jpg","source_url":"https://onelegmary.bandcamp.com/album/i-a-seawolf-a-madman","rights_status":"user-blanket-authorization:2026-09-06"},{"filename":"one-leg-mary-i-a-seawolf-a-madman-cd-back.jpg","source_url":"https://onelegmary.bandcamp.com/album/i-a-seawolf-a-madman","rights_status":"user-blanket-authorization:2026-09-06"}]	verified	Artist One Leg Mary, title I, a Seawolf, a Madman, CD format, limited digipak edition, and photographed packaging match the official Bandcamp product listing. Professional revision 2026-09-07: Primary: 803x803 crop from 1200x803 raw, exported 1440 square. Two galleries restored to natural raw proportions without enlargement. Original wood tone and reflections retained. Source baseline 0e0b665d; ImageMagick sRGB quality 88 export, metadata stripped, no added sharpening. See photo-qa.md for visual outcomes and display-resolution limits.
one-leg-mary-on-the-quiet-cd	CDs	bandcamp	https://onelegmary.bandcamp.com/album/on-the-quiet	rewritten	[{"filename":"one-leg-mary-on-the-quiet-cd-open.jpg","source_url":"https://onelegmary.bandcamp.com/album/on-the-quiet","rights_status":"user-blanket-authorization:2026-09-06"}]	verified	Artist One Leg Mary, title On The Quiet, CD format, digipak edition, and photographed packaging match the official Bandcamp product listing. Professional revision 2026-09-07: Primary: GIMP source-derived mask from 1200x1016 raw on neutral off-white background, 1440 square export. Printed product, transparent tray and reflections preserved without generation. Source baseline 0e0b665d; ImageMagick sRGB quality 88 export, metadata stripped, no added sharpening. See photo-qa.md for visual outcomes and display-resolution limits.
puta-volcano-represent-victory-below-eye-cd	CDs	bandcamp	https://putavolcano.bandcamp.com/album/represent-victory-below-eye	rewritten	[{"filename":"puta-volcano-represent-victory-below-eye-cd.jpg","source_url":"https://putavolcano.bandcamp.com/album/represent-victory-below-eye","rights_status":"cc-by-nd-4.0"}]	unresolved	Official Bandcamp is digital-only. The 105-post official Instagram scan contains no matching physical CD photo, and Dunk Records has no exact catalog result. A user-supplied verified photo is required.
sadhus-the-big-fish-cd	CDs	bandcamp	https://sadhus.bandcamp.com/album/big-fish	rewritten	[{"filename":"sadhus-the-big-fish-cd-front.jpg","source_url":"https://sadhus.bandcamp.com/album/big-fish","rights_status":"user-blanket-authorization:2026-09-06"},{"filename":"sadhus-the-big-fish-cd-open.jpg","source_url":"https://sadhus.bandcamp.com/album/big-fish","rights_status":"user-blanket-authorization:2026-09-06"}]	verified	Artist Sadhus, The Smoking Community, title Big Fish, CD format, 300-copy screenprinted-sleeve edition, and photographed packaging match the official Bandcamp product listing. Professional revision 2026-09-07: Primary: 900x900 crop from 1200x900 raw, exported 1440 square; hands and complete closed sleeve retained with tight margins. Gallery restored to natural source proportions; its original left-edge crop remains a source limitation. Source baseline 0e0b665d; ImageMagick sRGB quality 88 export, metadata stripped, no added sharpening. See photo-qa.md for visual outcomes and display-resolution limits.
salto-mortale-ateles-to-on-cd	CDs	youtube	https://www.youtube.com/watch?v=g2Y3mf5lUUE	rewritten	[{"filename":"salto-mortale-ateles-to-on-cd-front-mockup.jpg","source_url":"https://www.youtube.com/watch?v=g2Y3mf5lUUE","rights_status":"cc-by-nd-4.0"}]	unresolved	Official artist channel confirms the 2018 album and track sequence but supplies no product photo. No exact official Instagram or Dunk Records catalog result was found. A user-supplied verified photo of the stocked jewel-case CD is required.
stefan-clor-baltica-cd	CDs	bandcamp	https://soleilsbleus.bandcamp.com/album/baltica-sb011	rewritten	[{"filename":"stefan-clor-baltica-cd.jpg","source_url":"https://soleilsbleus.bandcamp.com/album/baltica-sb011","rights_status":"cc-by-nd-4.0"}]	unresolved	Official label Bandcamp confirms the numbered first CD edition of 100, but its photographed sleeve/envelope packaging does not match the stocked jewel-case mockup. Dunk Records has no exact catalog result, so unrelated-edition media was not used. A matching user-supplied photo is required.
sun-of-nothing-the-guilt-of-feeling-alive-cd	CDs	bandcamp	https://sunofnothing.bandcamp.com/album/the-guilt-of-feeling-alive	rewritten	[{"filename":"sun-of-nothing-the-guilt-of-feeling-alive-cd-front.jpg","source_url":"https://sunofnothing.bandcamp.com/album/the-guilt-of-feeling-alive","rights_status":"user-blanket-authorization:2026-09-06"},{"filename":"sun-of-nothing-the-guilt-of-feeling-alive-cd-back.jpg","source_url":"https://sunofnothing.bandcamp.com/album/the-guilt-of-feeling-alive","rights_status":"user-blanket-authorization:2026-09-06"}]	verified	Artist Sun of Nothing, title The Guilt of Feeling Alive, CD format, listed CD edition, and photographed front-and-back packaging match the official Bandcamp product listing. Professional revision 2026-09-07: Primary: protected source-derived front composited in GIMP over GPT empty tabletop, exported 1440 square. Effective product approximately 510x412 pixels; not 2x detail quality. Back gallery: distinct 600x491 source crop, no enlargement. No product generation. Source baseline 0e0b665d; ImageMagick sRGB quality 88 export, metadata stripped, no added sharpening. See photo-qa.md for visual outcomes and display-resolution limits.
the-curf-death-and-love-cd	CDs	bandcamp	https://thecurf.bandcamp.com/album/death-and-love	rewritten	[{"filename":"the-curf-death-and-love-cd-front.jpg","source_url":"https://thecurf.bandcamp.com/album/death-and-love","rights_status":"user-blanket-authorization:2026-09-06"},{"filename":"the-curf-death-and-love-cd-back.jpg","source_url":"https://thecurf.bandcamp.com/album/death-and-love","rights_status":"user-blanket-authorization:2026-09-06"},{"filename":"the-curf-death-and-love-cd-disc.jpg","source_url":"https://thecurf.bandcamp.com/album/death-and-love","rights_status":"user-blanket-authorization:2026-09-06"},{"filename":"the-curf-death-and-love-cd-open.jpg","source_url":"https://thecurf.bandcamp.com/album/death-and-love","rights_status":"user-blanket-authorization:2026-09-06"}]	verified	Artist The Curf, title Death and Love, CD format, two-panel digipak edition with eight-page booklet, and photographed packaging match the official Bandcamp product listing. Professional revision 2026-09-07: Primary: 640x640 source crop from 1200x799 raw, exported 1440 square; photographed product approximately 510x458 pixels, not 2x detail quality. Three galleries restored to natural proportions. Original concrete, colors, hands and depth retained. Source baseline 0e0b665d; ImageMagick sRGB quality 88 export, metadata stripped, no added sharpening. See photo-qa.md for visual outcomes and display-resolution limits.
the-curf-i-cd	CDs	bandcamp	https://thecurf.bandcamp.com/album/i	rewritten	[{"filename":"the-curf-i-cd.jpg","source_url":"https://thecurf.bandcamp.com/album/i","rights_status":"cc-by-nd-4.0"}]	unresolved	Official Bandcamp is digital-only. The 65-post official Instagram scan contains no matching I CD photo, and Dunk Records has no exact catalog result. A user-supplied verified photo is required.
the-earthbound-la-guerra-final-cd	CDs	official_site	https://www.thelabtshirtathens.com/product/the-earthbound-la-guerra-final-cd/	rewritten	[{"filename":"the-earthbound-la-guerra-final-cd.jpg","source_url":"https://www.thelabtshirtathens.com/product/the-earthbound-la-guerra-final-cd/","rights_status":"cc-by-nd-4.0"}]	unresolved	Official label store confirms the artist, title, and CD format but its animated listing image resolves to flat cover art only. No exact official Instagram or Dunk Records catalog result was found. A user-supplied verified photo of the stocked jewel-case CD is required.
three-way-plane-your-kingdom-my-life-cd	CDs	bandcamp	https://threewayplane.bandcamp.com/album/your-kingdom-my-life	rewritten	[{"filename":"three-way-plane-your-kingdom-my-life-cd.jpg","source_url":"https://threewayplane.bandcamp.com/album/your-kingdom-my-life","rights_status":"cc-by-nd-4.0"}]	unresolved	Official Bandcamp confirms the self-released CD edition but provides no physical product photo. The 94-post official Instagram scan shows flat cover and vinyl-release posts only, and Dunk Records has no exact catalog result. A user-supplied verified CD photo is required.
toundra-iv-cd	CDs	bandcamp	https://insideoutmusic.bandcamp.com/album/iv	rewritten	[{"filename":"toundra-iv-cd.jpg","source_url":"https://insideoutmusic.bandcamp.com/album/iv","rights_status":"cc-by-nd-4.0"}]	unresolved	Official label Bandcamp is digital-only and its additional image is the label logo. Toundra's current official store has no IV CD, official Instagram search found no physical edition, and Dunk Records has no exact catalog result. A user-supplied verified photo is required.
ukryte-zalety-systemu-s-t-cd	CDs	bandcamp	https://uzs-ukrytezaletysystemu.bandcamp.com/album/s-t	rewritten	[{"filename":"ukryte-zalety-systemu-s-t-cd.jpg","source_url":"https://uzs-ukrytezaletysystemu.bandcamp.com/album/s-t","rights_status":"cc-by-nd-4.0"}]	unresolved	Official Bandcamp is digital-only. Antena Krzyku's exact official CD product page supplies flat cover art only; Instagram search found no official product photo, and Dunk Records has no exact catalog result. A user-supplied verified photo is required.
aflmsmp-i-went-to-the-mountain-vinyl	Vinyl 12-inch	bandcamp	https://aflmsmp.bandcamp.com/album/i-went-to-the-mountain-2	rewritten	[{"filename":"aflmsmp-i-went-to-the-mountain-vinyl.webp","source_url":"https://aflmsmp.bandcamp.com/album/i-went-to-the-mountain-2","rights_status":"cc-by-nd-4.0"}]	not_applicable	Official Bandcamp supports the nine-track instrumental post-metal and experimental-rock copy.
aftermaths	Vinyl 12-inch	bandcamp	https://crustatomberecords.bandcamp.com/album/indoctrinate-aftermaths	rewritten	[{"filename":"indoctrinate-aftermaths.jpg","source_url":"https://crustatomberecords.bandcamp.com/album/indoctrinate-aftermaths","rights_status":"cc-by-nd-4.0"}]	not_applicable	Official label Bandcamp supports the eleven-track Austrian political hardcore and crust copy and 12-inch vinyl format.
against-his-story-against-leviathan	Vinyl 12-inch	bandcamp	https://insanesocietyrecords.bandcamp.com/album/hazarder-against-his-story-against-leviathan-lp	rewritten	[{"filename":"hazarder-against-leviathan.jpg","source_url":"https://insanesocietyrecords.bandcamp.com/album/hazarder-against-his-story-against-leviathan-lp","rights_status":"cc-by-nd-4.0"}]	not_applicable	Official label Bandcamp supports the seven-track sludge and stoner-metal debut copy.
allochiria-commotion-vinyl	Vinyl 12-inch	bandcamp	https://music.allochiria.com/album/commotion	rewritten	[{"filename":"allochiria-commotion-vinyl.webp","source_url":"https://music.allochiria.com/album/commotion","rights_status":"cc-by-nd-4.0"}]	not_applicable	Official Bandcamp supports the nine-track Athens progressive post-metal and heavyweight-vinyl copy.
allochiria-omonoia-vinyl	Vinyl 12-inch	bandcamp	https://music.allochiria.com/album/omonoia	rewritten	[{"filename":"allochiria-omonoia-vinyl.webp","source_url":"https://music.allochiria.com/album/omonoia","rights_status":"cc-by-nd-4.0"}]	not_applicable	Official Bandcamp supports the seven-track post-sludge/post-metal copy and 180-gram tenth-anniversary vinyl pressing.
allochiria-throes-vinyl	Vinyl 12-inch	bandcamp	https://music.allochiria.com/album/throes	rewritten	[{"filename":"allochiria-throes-vinyl.webp","source_url":"https://music.allochiria.com/album/throes","rights_status":"cc-by-nd-4.0"}]	not_applicable	Official Bandcamp supports the six-track Athens progressive and post-black-metal copy and 12-inch vinyl format.
aufhebung-luchtbegrafenis-vinyl	Vinyl 12-inch	bandcamp	https://aufhebung.bandcamp.com/album/luchtbegrafenis	rewritten	[{"filename":"aufhebung-luchtbegrafenis-vinyl.webp","source_url":"https://aufhebung.bandcamp.com/album/luchtbegrafenis","rights_status":"cc-by-nd-4.0"}]	not_applicable	Official Bandcamp supports the six-track mostly instrumental post-metal copy; the page currently offers only the digital album.
barren-point	Vinyl 12-inch	bandcamp	https://massculture.bandcamp.com/album/barren-point-2	rewritten	[{"filename":"mass-culture-barren-point.jpg","source_url":"https://massculture.bandcamp.com/album/barren-point-2","rights_status":"cc-by-nd-4.0"}]	not_applicable	Official Bandcamp supports the seven-track Athens post-hardcore, post-metal, and sludge copy and 180-gram marbled vinyl format.
big-fish	Vinyl 12-inch	bandcamp	https://sadhus.bandcamp.com/album/big-fish	rewritten	[{"filename":"sadhus-the-big-fish.jpg","source_url":"https://sadhus.bandcamp.com/album/big-fish","rights_status":"cc-by-nd-4.0"}]	not_applicable	Official Bandcamp supports the six-track Athens sludge/doom copy and numbered 12-inch screen-printed vinyl editions.
bipolar-architecture-depressionland-vinyl	Vinyl 12-inch	bandcamp	https://bipolararchitecture.bandcamp.com/album/depressionland	rewritten	[{"filename":"bipolar-architecture-depressionland-vinyl.webp","source_url":"https://bipolararchitecture.bandcamp.com/album/depressionland","rights_status":"cc-by-nd-4.0"}]	not_applicable	Official Bandcamp supports the nine-track Berlin debut copy and double-LP format.
